segment,variant,sample,customer_id,elapsed_ms,rows,sha256
2,indexed,4,1,0.7385999999969499,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,5,2,1.0270999999993364,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,6,42,1.1356999999989057,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,7,999,0.6283000000003085,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,8,1,0.5931000000018685,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,9,2,0.45490000000063446,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,10,42,0.5106999999989057,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,11,999,0.8968999999997322,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,12,1,0.5191999999988184,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,13,2,0.43250000000261934,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,14,42,0.47149999999965075,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,15,999,0.4466999999967811,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,16,1,0.48250000000189175,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,17,2,0.41880000000310247,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,18,42,0.45979999999690335,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,19,999,0.41679999999905704,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,20,1,0.4580999999998312,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,21,2,0.48479999999835854,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,22,42,0.45670000000245636,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,23,999,0.5253999999986263,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,24,1,0.5552000000025146,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,25,2,0.6231999999981781,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,26,42,0.9676999999974214,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,27,999,0.9422000000013213,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,28,1,1.2484999999978754,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,29,2,0.9232999999985623,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,30,42,0.8070000000006985,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,31,999,1.0015000000021246,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,32,1,1.7574000000022352,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,33,2,1.7783000000017637,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,34,42,1.043099999998958,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,35,999,1.0542999999997846,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,36,1,0.9893999999985681,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,37,2,0.9510999999984051,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,38,42,0.8365999999987253,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,39,999,1.4039999999986321,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,40,1,1.2888000000020838,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,41,2,0.9392000000007101,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,42,42,1.6120999999984633,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,43,999,1.187099999999191,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,44,1,1.0042999999968742,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,45,2,0.7210000000013679,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,46,42,1.1207000000031258,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,47,999,1.2260999999998603,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,48,1,0.9045999999980268,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,49,2,0.9697000000014668,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,50,42,1.1558999999979278,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,51,999,1.127199999998993,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,52,1,1.34599999999773,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,53,2,0.9444000000003143,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,54,42,0.8116999999983818,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,55,999,0.7396000000007916,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,56,1,0.7780999999995402,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,57,2,0.6486000000004424,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,58,42,0.6373999999996158,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,59,999,0.6926999999996042,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,60,1,0.6317999999992026,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,61,2,0.7079000000012456,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,62,42,0.836699999999837,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,63,999,0.7383000000008906,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,64,1,0.5895000000018626,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,65,2,0.6828999999997905,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,66,42,1.0200000000004366,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,67,999,1.4710000000013679,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
